Date,log_return,vix_change,regime,in_bull_market,strategy_return,bnh_return,cum_strategy,cum_buy_and_hold
2010-04-06,-0.047080429533954325,0.0,High-Vol,0.0,-0.0,-0.047080429533954325,1.0123602238568912,0.890845922658138
2010-04-07,0.010777250821127318,0.0,High-Vol,0.0,0.0,0.010777250821127318,1.0123602238568912,0.9004987144586785
2010-04-08,0.000771202265915474,0.0,High-Vol,0.0,0.0,0.000771202265915474,1.0123602238568912,0.9011934489637022
2010-04-09,-0.0028921736581173636,0.0,High-Vol,0.0,-0.0,-0.0028921736581173636,1.0123602238568912,0.8985908064709576
2010-04-12,0.026609208544354165,0.0,High-Vol,0.0,0.0,0.026609208544354165,1.0123602238568912,0.9228225607807389
2010-04-13,-0.008774142244277253,0.0,Bull,1.0,-0.008774142244277253,-0.008774142244277253,1.0035164860934875,0.9147610027133892
2010-04-14,-0.002221531923455144,0.0,Bull,1.0,-0.002221531923455144,-0.002221531923455144,1.0012896166305558,0.9127310875390475
2010-04-15,0.014540873115433183,0.0,Bull,1.0,0.014540873115433183,0.014540873115433183,1.0159556116740565,0.9260999564292917
2010-04-16,-0.0052244291339490646,0.0,Bull,1.0,-0.0052244291339490646,-0.0052244291339490646,1.0106616645448037,0.9212742296461486
2010-04-19,-0.003250806980555666,0.0,Bull,1.0,-0.003250806980555666,-0.003250806980555666,1.0073815329766536,0.9182842075748685
2010-04-20,-0.00042917796401613725,0.0,Bull,1.0,-0.00042917796401613725,-0.00042917796401613725,1.0069492797847504,0.9178901847872702
2010-04-21,0.00648514137490708,0.0,Bull,1.0,0.00648514137490708,0.00648514137490708,1.0135007087318437,0.9238621760758022
2010-04-22,0.002054617551473356,0.0,Bull,1.0,0.002054617551473356,0.002054617551473356,1.0155852057652297,0.9257623108746197
2010-04-23,-0.008448377430065945,0.0,Bull,1.0,-0.008448377430065945,-0.008448377430065945,1.007041300521082,0.917974066798382
2010-04-26,-0.003125179941890455,0.0,Bull,1.0,-0.003125179941890455,-0.003125179941890455,1.003899027889221,0.9151097108028868
2010-04-27,-0.0036514810324852487,0.0,Bull,1.0,-0.0036514810324852487,-0.0036514810324852487,1.0002399941421019,0.9117742983548992
2010-04-28,5.945268343856029e-05,0.0,Bull,1.0,5.945268343856029e-05,5.945268343856029e-05,1.000299462861606,0.9118285073950472
2010-04-29,0.003580905610408832,0.0,Bull,1.0,0.003580905610408832,0.003580905610408832,1.0038878618448137,0.915099532333355
2010-04-30,0.00352744029121589,0.0,Bull,1.0,0.00352744029121589,0.00352744029121589,1.0074352692922108,0.9183331912104964
2010-05-03,-0.011832082278338917,0.0,Bull,1.0,-0.011832082278338917,-0.011832082278338917,0.9955854545331613,0.9075314270330553
2010-05-04,0.008047586912926223,0.0,Bull,1.0,0.008047586912926223,0.008047586912926223,1.0036298405402655,0.9148643315862414
2010-05-05,0.0023679819219762773,0.0,Bull,1.0,0.0023679819219762773,0.0023679819219762773,1.0060092339274451,0.9170332807872448
2010-05-06,0.01029172433315747,0.0,Bull,1.0,0.01029172433315747,0.01029172433315747,1.0164162649278532,0.9265198674503716
2010-05-07,0.0037093882910346396,0.0,Bull,1.0,0.0037093882910346396,0.0037093882910346396,1.020193548895107,0.9299630715404902
2010-05-10,0.008309260704150473,0.0,Bull,1.0,0.008309260704150473,0.008309260704150473,1.0287059198391049,0.9377225703510301
2010-05-11,0.003865817180150821,0.0,Bull,1.0,0.003865817180150821,0.003865817180150821,1.0326904055417918,0.9413546503289842
2010-05-12,0.010023580293419198,0.0,Bull,1.0,0.010023580293419198,0.010023580293419198,1.0430937128295228,0.950837842621227
2010-05-13,0.004255754452124391,0.0,Bull,1.0,0.004255754452124391,0.004255754452124391,1.047542322923759,0.9548929977550764
2010-05-14,-8.540672510034617e-05,0.0,Bull,1.0,-8.540672510034617e-05,-8.540672510034617e-05,1.047452859584994,0.9548114469538599
2010-05-17,0.016507043043128188,0.0,Bull,1.0,0.016507043043128188,0.016507043043128188,1.0648867037656806,0.9707033640323286
2010-05-18,0.006823259855959258,0.0,Bull,1.0,0.006823259855959258,0.006823259855959258,1.0721775478379125,0.977349373267418
2010-05-19,0.004616210947030871,0.0,Bull,1.0,0.004616210947030871,0.004616210947030871,1.0771383869018254,0.9818714535513906
2010-05-20,-0.008334130915768461,0.0,Bull,1.0,-0.008334130915768461,-0.008334130915768461,1.068198678664651,0.9737224130679231
2010-05-21,-0.008418153322244713,0.0,Bull,1.0,-0.008418153322244713,-0.008418153322244713,1.0592441615384005,0.9655598734597198
2010-05-24,0.0026490083749930384,0.0,Bull,1.0,0.0026490083749930384,0.0026490083749930384,1.0620538279654166,0.9681210404297539
2010-05-25,0.0016186483843777751,0.0,Bull,1.0,0.0016186483843777751,0.0016186483843777751,1.0637743117316671,0.9696893569217869
2010-05-26,-0.0036988579550583708,0.0,Bull,1.0,-0.0036988579550583708,-0.0036988579550583708,1.0598468297331842,0.9661092389856515
2010-05-27,0.001586878897284513,0.0,Bull,1.0,0.001586878897284513,0.001586878897284513,1.0615300134527903,0.9676435544138827
2010-05-28,0.011720388496305184,0.0,Bull,1.0,0.011720388496305184,0.011720388496305184,1.0740447531570225,0.9790514346023843
2010-05-31,0.005467817321852069,0.0,Bull,1.0,0.005467817321852069,0.005467817321852069,1.0799335183375347,0.9844193710697151
2010-06-01,-0.007387059568268984,0.0,Bull,1.0,-0.007387059568268984,-0.007387059568268984,1.0719853779443167,0.9771741997381407
2010-06-02,-0.0001805617900008411,0.0,Bull,1.0,-0.0001805617900008411,-0.0001805617900008411,1.0717918358193024,0.9769977753437248
2010-06-03,-0.005034765365967951,0.0,Bull,1.0,-0.005034765365967951,-0.005034765365967951,1.0664091769872759,0.9720911829173101
2010-06-04,-0.0021138994148599873,0.0,Bull,1.0,-0.0021138994148599873,-0.0021138994148599873,1.0641572762364457,0.9700384503340523
2010-06-07,-0.0022953096594075014,0.0,Bull,1.0,-0.0022953096594075014,-0.0022953096594075014,1.0617175068454459,0.9678144650528653
2010-06-08,-0.0027435190782279972,0.0,Bull,1.0,-0.0027435190782279972,-0.0027435190782279972,1.0588086566772439,0.9651628865950306
2010-06-09,-0.00818594760381378,0.0,Bull,1.0,-0.00818594760381378,-0.00818594760381378,1.0501766831349237,0.9572943633745434
2010-06-10,-0.0002935827706271394,0.0,Bull,1.0,-0.0002935827706271394,-0.0002935827706271394,1.0498684146080193,0.9570133594940055
2010-06-11,-0.0033242534579311514,0.0,Bull,1.0,-0.0033242534579311514,-0.0033242534579311514,1.04638418034787,0.9538372864850708
2010-06-14,-0.01990614083001601,0.0,Bull,1.0,-0.01990614083001601,-0.01990614083001601,1.0257606578720084,0.9350378005165426
2010-06-15,0.014970804171511693,0.0,Bull,1.0,0.014970804171511693,0.014970804171511693,1.0412326448811984,0.9491413758405424
2010-06-16,0.008221387579516872,0.0,Bull,1.0,0.008221387579516872,0.008221387579516872,1.0498283077372474,0.9569767998541477
2010-06-17,-0.002034105074475135,0.0,Bull,1.0,-0.002034105074475135,-0.002034105074475135,1.0476950170534098,0.9550321869334142
2010-06-18,0.0007317333481842906,0.0,Bull,1.0,0.0007317333481842906,0.0007317333481842906,1.0484619309901464,0.9557312715737623
2010-06-21,-0.0076015804312229126,0.0,Bull,1.0,-0.0076015804312229126,-0.0076015804312229126,1.0405221788574028,0.9484937466074134
2010-06-22,0.01247006014467613,0.0,Bull,1.0,0.01247006014467613,0.01247006014467613,1.0535787921922892,0.9603955747006981
2010-06-23,0.0138810208634117,0.0,Bull,1.0,0.0138810208634117,0.0138810208634117,1.068305515902799,0.9738198011432061
2010-06-24,0.0016968560977258529,0.0,Bull,1.0,0.0016968560977258529,0.0016968560977258529,1.0701198154990301,0.975473635973894
2010-06-25,0.007764714509297386,0.0,Bull,1.0,0.007764714509297386,0.007764714509297386,1.078461333199197,0.9830773925651387
2010-06-28,0.001827007452537298,0.0,Bull,1.0,0.001827007452537298,0.001827007452537298,1.0804334911172508,0.9848751240220985
2010-06-29,-0.008757078072131464,0.0,Bull,1.0,-0.008757078072131464,-0.008757078072131464,1.0710133573070195,0.9762881489505811
2010-06-30,-0.0022827635827455846,0.0,Bull,1.0,-0.0022827635827455846,-0.0022827635827455846,1.0685712754265924,0.9740620557068677
2010-07-01,0.0015234957674034736,0.0,Bull,1.0,0.0015234957674034736,0.0015234957674034736,1.070200479969866,0.9755471661183884
2010-07-02,-0.0025818340312040795,0.0,Bull,1.0,-0.0025818340312040795,-0.0025818340312040795,1.067440963789741,0.9730317138832573
2010-07-05,-0.0009305729420452041,0.0,Bull,1.0,-0.0009305729420452041,-0.0009305729420452041,1.0664480941520669,0.9721266580741015
2010-07-06,-3.9796902563725475e-05,0.0,Bull,1.0,-3.9796902563725475e-05,-3.9796902563725475e-05,1.06640565366568,0.9720879712140241
2010-07-07,3.385051494164498e-05,0.0,Bull,1.0,3.385051494164498e-05,3.385051494164498e-05,1.0664417526571746,0.9721208774493617
2010-07-08,0.000965809433482414,0.0,Bull,1.0,0.000965809433482414,0.000965809433482414,1.0674722297042756,0.9730602145005632
2010-07-09,-0.00682423546477621,0.0,Bull,1.0,-0.00682423546477621,-0.00682423546477621,1.0602123476036,0.9664424288218771
2010-07-12,-0.004419113043895472,0.0,Bull,1.0,-0.004419113043895472,-0.004419113043895472,1.055537486366914,0.9621810332078756
2010-07-13,-0.00839208985989989,0.0,Bull,1.0,-0.00839208985989989,-0.00839208985989989,1.046716386432851,0.954140110779057
2010-07-14,0.007444708847803271,0.0,Bull,1.0,0.007444708847803271,0.007444708847803271,1.054537963733914,0.9612699128240372
2010-07-15,-0.014139528592882235,0.0,High-Vol,0.0,-0.0,-0.014139528592882235,1.054537963733914,0.9477736496596846
2010-07-16,0.0192646261797046,0.0,High-Vol,0.0,0.0,0.0192646261797046,1.054537963733914,0.966209161188028
2010-07-19,0.0234542891507314,0.0,High-Vol,0.0,0.0,0.0234542891507314,1.054537963733914,0.9891387578008324
2010-07-20,-0.006939250565687381,0.0,High-Vol,0.0,-0.0,-0.006939250565687381,1.054537963733914,0.9822986362227735
2010-07-21,-0.048356467580891294,0.0,High-Vol,0.0,-0.0,-0.048356467580891294,1.054537963733914,0.9359283316049568
2010-07-22,-0.008003590115411087,0.0,High-Vol,0.0,-0.0,-0.008003590115411087,1.054537963733914,0.9284674416410664
2010-07-23,-0.002655314903198816,0.0,High-Vol,0.0,-0.0,-0.002655314903198816,1.054537963733914,0.9260053384823758
2010-07-26,-0.0196907679587203,0.0,High-Vol,0.0,-0.0,-0.0196907679587203,1.054537963733914,0.9079499280583965
2010-07-27,-0.010773931088548414,0.0,High-Vol,0.0,-0.0,-0.010773931088548414,1.054537963733914,0.8982202456816885
2010-07-28,0.02604351357954036,0.0,High-Vol,0.0,0.0,0.02604351357954036,1.054537963733914,0.921920334071995
2010-07-29,0.010468688921431197,0.0,High-Vol,0.0,0.0,0.010468688921431197,1.054537963733914,0.9316223262225388
2010-07-30,-0.018142154058805714,0.0,High-Vol,0.0,-0.0,-0.018142154058805714,1.054537963733914,0.9148730835244419
2010-08-02,-0.03025678505271787,0.0,High-Vol,0.0,-0.0,-0.03025678505271787,1.054537963733914,0.8876065443105172
2010-08-03,-0.007386311716975847,0.0,High-Vol,0.0,-0.0,-0.007386311716975847,1.054537963733914,0.8810745590293475
2010-08-04,-0.0053422220283078845,0.0,High-Vol,0.0,-0.0,-0.0053422220283078845,1.054537963733914,0.8763802133943029
2010-08-05,0.00743158537253967,0.0,High-Vol,0.0,0.0,0.00743158537253967,1.054537963733914,0.8829173683952991
2010-08-06,-0.00695911726337963,0.0,High-Vol,0.0,-0.0,-0.00695911726337963,1.054537963733914,0.8767943729275122
2010-08-09,0.00664949447970434,0.0,High-Vol,0.0,0.0,0.00664949447970434,1.054537963733914,0.8826440393785704
2010-08-10,0.02515700252078298,0.0,High-Vol,0.0,0.0,0.02515700252078298,1.054537963733914,0.9051303762112562
2010-08-11,0.010601513291775224,0.0,Bull,1.0,0.010601513291775224,0.010601513291775224,1.065777132807342,0.9147771728952877
2010-08-12,-0.0006251505952999052,0.0,Bull,1.0,-0.0006251505952999052,-0.0006251505952999052,1.0651110698148407,0.9142054781173696
2010-08-13,-0.002380956123692825,0.0,Bull,1.0,-0.002380956123692825,-0.002380956123692825,1.062578103727915,0.9120313842240864
2010-08-16,-0.004636750744338294,0.0,Bull,1.0,-0.004636750744338294,-0.004636750744338294,1.0576625987070403,0.9078123109789098
2010-08-17,0.015348331861877614,0.0,Bull,1.0,0.015348331861877614,0.015348331861877614,1.0740211725469977,0.9218531920123557
2010-08-18,-0.008155074797366758,0.0,Bull,1.0,-0.008155074797366758,-0.008155074797366758,1.0652980666856078,0.9143659811564339
2010-08-19,0.0005878952169995722,0.0,Bull,1.0,0.0005878952169995722,0.0005878952169995722,1.0659245344543502,0.9149036905862569
2010-08-20,0.000665572724454021,0.0,Bull,1.0,0.000665572724454021,0.000665572724454021,1.066634220898581,0.9155128282184234
2010-08-23,-0.006523194506549739,0.0,Bull,1.0,-0.006523194506549739,-0.006523194506549739,1.0596990028886337,0.9095601961631258
2010-08-24,-0.01784205212249335,0.0,Bull,1.0,-0.01784205212249335,-0.01784205212249335,1.0409594710211794,0.89347569270044
2010-08-25,0.004198668547029662,0.0,Bull,1.0,0.004198668547029662,0.004198668547029662,1.0453393031082314,0.8972349874826389
2010-08-26,0.0001729721970122637,0.0,Bull,1.0,0.0001729721970122637,0.0001729721970122637,1.0455201333829673,0.8973901976127916
2010-08-27,0.004101683286055977,0.0,Bull,1.0,0.004101683286055977,0.004101683286055977,1.0498173326899842,0.9010785670780719
2010-08-30,-0.0031352021450741997,0.0,Bull,1.0,-0.0031352021450741997,-0.0031352021450741997,1.0465310973345014,0.8982579275696612
2010-08-31,0.009145749091691262,0.0,Bull,1.0,0.009145749091691262,0.009145749091691262,1.0561463103083077,0.9065108512534297
2010-09-01,-0.005537416468482894,0.0,Bull,1.0,-0.005537416468482894,-0.005537416468482894,1.0503141507871776,0.9015049956815797
2010-09-02,0.012584281988125152,0.0,Bull,1.0,0.012584281988125152,0.012584281988125152,1.0636151162543304,0.912921472177721
2010-09-03,-0.011633455568797977,0.0,Bull,1.0,-0.011633455568797977,-0.011633455568797977,1.0513132921600716,0.902362578090025
2010-09-06,0.0036433904518983107,0.0,Bull,1.0,0.0036433904518983107,0.0036433904518983107,1.0551506231734482,0.9056562336844489
2010-09-07,0.003928014777686503,0.0,Bull,1.0,0.003928014777686503,0.003928014777686503,1.0593034212004053,0.9092206607318734
2010-09-08,-0.0049688994755861795,0.0,Bull,1.0,-0.0049688994755861795,-0.0049688994755861795,1.0540529044342362,0.904714040411597
2010-09-09,0.0035707575650270698,0.0,Bull,1.0,0.0035707575650270698,0.0035707575650270698,1.0578233995724553,0.9079503294787776
2010-09-10,0.009556630688321167,0.0,Bull,1.0,0.009556630688321167,0.009556630688321167,1.0679810864590866,0.9166688690376364
2010-09-13,-0.014917731875478497,0.0,Bull,1.0,-0.014917731875478497,-0.014917731875478497,1.0521674758255553,0.903095740488233
2010-09-14,0.004119213652435604,0.0,Bull,1.0,0.004119213652435604,0.004119213652435604,1.0565105172734068,0.9068234571516294
2010-09-15,-0.016852895742310452,0.0,Bull,1.0,-0.016852895742310452,-0.016852895742310452,1.0388544514809652,0.8916689136238293
2010-09-16,-0.006159653624662404,0.0,Bull,1.0,-0.006159653624662404,-0.006159653624662404,1.0324751352525356,0.8861934228436169
2010-09-17,0.012004164554306553,0.0,Bull,1.0,0.012004164554306553,0.012004164554306553,1.0449438250485923,0.8968955409978134
2010-09-20,-0.0034724742337444527,0.0,Bull,1.0,-0.0034724742337444527,-0.0034724742337444527,1.0413215772612334,0.8937864955056117
2010-09-21,-0.007617159750862918,0.0,Bull,1.0,-0.007617159750862918,-0.007617159750862918,1.0334197972214625,0.8870042445235683
2010-09-22,-0.0007855641028926876,0.0,Bull,1.0,-0.0007855641028926876,-0.0007855641028926876,1.0326082985094076,0.8863077194483244
2010-09-23,0.015075344367144694,0.0,Bull,1.0,0.015075344367144694,0.015075344367144694,1.0482931544564258,0.8997703353544182
2010-09-24,-0.012221775730442131,0.0,Bull,1.0,-0.012221775730442131,-0.012221775730442131,1.0355591253551568,0.888840471331026
2010-09-27,-0.006759169381475359,0.0,Bull,1.0,-0.006759169381475359,-0.006759169381475359,1.0285832080842365,0.8828529063110909
2010-09-28,0.011082021782257189,0.0,Bull,1.0,0.011082021782257189,0.011082021782257189,1.0400453843378124,0.8926911143807784
2010-09-29,0.013603916404764273,0.0,Bull,1.0,0.013603916404764273,0.013603916404764273,1.0542907515011355,0.9049181891597189
2010-09-30,-0.0001240185700318292,0.0,Bull,1.0,-0.0001240185700318292,-0.0001240185700318292,1.0541600079772167,0.9048059694587107
2010-10-01,-0.008073368917686638,0.0,Bull,1.0,-0.008073368917686638,-0.008073368917686638,1.0456836477662848,0.8975305451776757
2010-10-04,0.01527090451266417,0.0,Bull,1.0,0.01527090451266417,0.01527090451266417,1.0617747329112455,0.9113418354790088
2010-10-05,0.011761096742244195,0.0,Bull,1.0,0.011761096742244195,0.011761096742244195,1.0743360911443711,0.9221234927490948
2010-10-06,0.005352628914335807,0.0,Bull,1.0,0.005352628914335807,0.005352628914335807,1.0801020312719865,0.9270725109318455
2010-10-07,-0.005086816442561895,0.0,Bull,1.0,-0.005086816442561895,-0.005086816442561895,1.0746217010339278,0.922368637253773
2010-10-08,0.0002567946141337381,0.0,Bull,1.0,0.0002567946141337381,0.0002567946141337381,1.0748976935341616,0.9226055269667652
2010-10-11,-0.0005225205673138016,0.0,Bull,1.0,-0.0005225205673138016,-0.0005225205673138016,1.074336184094423,0.9221235725299262
2010-10-12,0.0029159591323090176,0.0,Bull,1.0,0.0029159591323090176,0.0029159591323090176,1.0774734763866733,0.9248163713199427
2010-10-13,0.010757010066919554,0.0,Bull,1.0,0.010757010066919554,0.010757010066919554,1.0891264325357217,0.934818329472132
2010-10-14,0.0067559192879614914,0.0,Bull,1.0,0.0067559192879614914,0.0067559192879614914,1.0965093940730979,0.9411552684764111
2010-10-15,-0.0069416325388931555,0.0,Bull,1.0,-0.0069416325388931555,-0.0069416325388931555,1.0889241861057621,0.9346447374408043
2010-10-18,0.01023547515013683,0.0,Bull,1.0,0.01023547515013683,0.01023547515013683,1.100127078209198,0.9442603968982722
2010-10-19,0.002791924980091932,0.0,Bull,1.0,0.002791924980091932,0.002791924980091932,1.103202842133267,0.9469003846971676
2010-10-20,0.005409460571012498,0.0,Bull,1.0,0.005409460571012498,0.005409460571012498,1.1091867446601351,0.9520364842323402
2010-10-21,0.010865786014950233,0.0,Bull,1.0,0.010865786014950233,0.010865786014950233,1.1213046465174161,0.9624375142987546
2010-10-22,-0.007181061746595122,0.0,Bull,1.0,-0.007181061746595122,-0.007181061746595122,1.1132813310545022,0.9555509471070955
2010-10-25,0.0003492209490548865,0.0,Bull,1.0,0.0003492209490548865,0.0003492209490548865,1.1136701801106645,0.9558847037897354
2010-10-26,-0.0031201818595146444,0.0,Bull,1.0,-0.0031201818595146444,-0.0031201818595146444,1.110200742070754,0.952906817865945
2010-10-27,-0.010375015977558175,0.0,Bull,1.0,-0.010375015977558175,-0.010375015977558175,1.0987419370622065,0.943071503401216
