Date,log_return,vix_change,regime_IS,regime_OOS,bull_prob_OOS,regime_filt,bull_prob_IS,pos_IS,pos_OOS,pos_filt,pos_weighted_raw,pos_weighted,pos_short,ret_bnh,ret_IS,ret_OOS,ret_filt,ret_weighted_raw,ret_weighted,ret_short,ret_bnh_net,ret_IS_net,ret_OOS_net,ret_filt_net,ret_weighted_raw_net,ret_weighted_net,ret_short_net,cum_IS,cum_IS_net,cum_OOS,cum_OOS_net,cum_filt,cum_filt_net,cum_weighted_raw,cum_weighted_raw_net,cum_weighted,cum_weighted_net,cum_short,cum_short_net,cum_bnh,cum_bnh_net
2010-01-18,-0.0002829594049820005,0.0,High-Vol,,,High-Vol,3.89301491907979e-07,0.0,0.0,0.0,3.89301491907979e-07,9.105050554928182e-93,0.0,-0.0002829594049820005,-0.0,-0.0,-0.0,-1.1015651850888683e-10,-2.576359687353512e-96,-0.0,-0.0002829594049820005,-0.0,-0.0,-0.0,-1.2903015006672193e-10,-2.576359687353512e-96,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000086873642,1.0000000081113507,1.0,1.0,1.0,1.0,1.0567810848999675,1.0562528264331397
2010-01-19,-0.012107323808348606,0.0,High-Vol,,,High-Vol,2.301897229774463e-07,0.0,0.0,0.0,2.301897229774463e-07,9.105050554928182e-93,0.0,-0.012107323808348606,-0.0,-0.0,-0.0,-2.7869815134420058e-09,-1.1023779535989967e-94,-0.0,-0.012107323808348606,-0.0,-0.0,-0.0,-2.8665373979072722e-09,-1.1023779535989967e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000059003826,1.0000000052448133,1.0,1.0,1.0,1.0,1.0440634377997127,1.043541536566994
2010-01-20,-0.008359065424267776,0.0,High-Vol,,,High-Vol,2.9726320166353636e-07,0.0,0.0,0.0,2.9726320166353636e-07,9.105050554928182e-93,0.0,-0.008359065424267776,-0.0,-0.0,-0.0,-2.484842550932806e-09,-7.61097132799103e-95,-0.0,-0.008359065424267776,-0.0,-0.0,-0.0,-2.518379290275851e-09,-7.61097132799103e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00000000341554,1.000000002726434,1.0,1.0,1.0,1.0,1.035372418222963,1.0348548614138364
2010-01-21,0.0077946505398799725,0.0,High-Vol,,,High-Vol,3.4306951989353544e-07,0.0,0.0,0.0,3.4306951989353544e-07,9.105050554928182e-93,0.0,0.0077946505398799725,0.0,0.0,0.0,2.674107018454509e-09,7.097068722360539e-95,0.0,0.0077946505398799725,0.0,0.0,0.0,2.6512038593395094e-09,7.097068722360539e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000060896472,1.0000000053776377,1.0,1.0,1.0,1.0,1.0434743191244873,1.0429527123774787
2010-01-22,0.0004202864205720311,0.0,High-Vol,,,High-Vol,3.9036071486670217e-07,0.0,0.0,0.0,3.9036071486670217e-07,9.105050554928182e-93,0.0,0.0004202864205720311,0.0,0.0,0.0,1.640633075832655e-10,3.826729106858151e-96,0.0,0.0004202864205720311,0.0,0.0,0.0,1.4041771009668214e-10,3.826729106858151e-96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000062537104,1.0000000055180556,1.0,1.0,1.0,1.0,1.0439129693839477,1.0433911433666314
2010-01-25,-0.013670039569442922,0.0,High-Vol,,,High-Vol,2.018008511769965e-07,0.0,0.0,0.0,2.018008511769965e-07,9.105050554928182e-93,0.0,-0.013670039569442922,-0.0,-0.0,-0.0,-2.7586256207368045e-09,-1.244664013676465e-94,-0.0,-0.013670039569442922,-0.0,-0.0,-0.0,-2.8529055525816572e-09,-1.244664013676465e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000034950849,1.0000000026651499,1.0,1.0,1.0,1.0,1.0297397328495577,1.0292249916791492
2010-01-26,-0.004678259616670126,0.0,High-Vol,,,High-Vol,3.53515895050973e-07,0.0,0.0,0.0,3.53515895050973e-07,9.105050554928182e-93,0.0,-0.004678259616670126,-0.0,-0.0,-0.0,-1.6538391356679615e-09,-4.2595790318860434e-95,-0.0,-0.004678259616670126,-0.0,-0.0,-0.0,-1.7296966576049498e-09,-4.2595790318860434e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000018412456,1.0000000009354533,1.0,1.0,1.0,1.0,1.0249335939899946,1.0244212552883487
2010-01-27,0.0004501176241021784,0.0,High-Vol,,,High-Vol,3.888259350113612e-07,0.0,0.0,0.0,3.888259350113612e-07,9.105050554928182e-93,0.0,0.0004501176241021784,0.0,0.0,0.0,1.7501740605662193e-10,4.098343723114494e-96,0.0,0.0004501176241021784,0.0,0.0,0.0,1.5736238607642783e-10,4.098343723114494e-96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000020162632,1.0000000010928156,1.0,1.0,1.0,1.0,1.0253950385085482,1.024882469142314
2010-01-28,-0.045903415982711165,0.0,High-Vol,,,High-Vol,4.4243696394255717e-10,0.0,0.0,0.0,4.4243696394255717e-10,9.105050554928182e-93,0.0,-0.045903415982711165,-0.0,-0.0,-0.0,-2.0309368001982984e-11,-4.179529231664835e-94,-0.0,-0.045903415982711165,-0.0,-0.0,-0.0,-2.145011170256923e-10,-4.179529231664835e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000019959538,1.0000000008783145,1.0,1.0,1.0,1.0,0.9793898784388202,0.9789003059029342
2010-01-29,0.008421530410562645,0.0,High-Vol,,,High-Vol,3.2578171107374624e-07,0.0,0.0,0.0,3.2578171107374624e-07,9.105050554928182e-93,0.0,0.008421530410562645,0.0,0.0,0.0,2.743580587012687e-09,7.667846013803796e-95,0.0,0.008421530410562645,0.0,0.0,0.0,2.580910949957785e-09,7.667846013803796e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000047395343,1.0000000034592256,1.0,1.0,1.0,1.0,0.9876726680133034,0.9871789551178064
2010-02-01,-0.02177414571905303,0.0,High-Vol,,,High-Vol,7.759552115741234e-08,0.0,0.0,0.0,7.759552115741234e-08,9.105050554928182e-93,0.0,-0.02177414571905303,-0.0,-0.0,-0.0,-1.6895761848273587e-09,-1.982546975623509e-94,-0.0,-0.02177414571905303,-0.0,-0.0,-0.0,-1.8136692797855256e-09,-1.982546975623509e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000003049958,1.0000000016455561,1.0,1.0,1.0,1.0,0.9663993837026672,0.9659163047906081
2010-02-02,-0.025419980467320632,0.0,High-Vol,,,High-Vol,4.403908163654149e-08,0.0,0.0,0.0,4.403908163654149e-08,9.105050554928182e-93,0.0,-0.025419980467320632,-0.0,-0.0,-0.0,-1.1194725949996234e-09,-2.3145020726024125e-94,-0.0,-0.025419980467320632,-0.0,-0.0,-0.0,-1.1362508147600588e-09,-2.3145020726024125e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000019304855,1.0000000005093053,1.0,1.0,1.0,1.0,0.9421431330890371,0.9416721792707586
2010-02-03,-0.03663423128932494,0.0,High-Vol,,,High-Vol,4.8003472868641575e-09,0.0,0.0,0.0,4.8003472868641575e-09,9.105050554928182e-93,0.0,-0.03663423128932494,-0.0,-0.0,-0.0,-1.75857032776065e-10,-3.3355652793023544e-94,-0.0,-0.03663423128932494,-0.0,-0.0,-0.0,-1.9547639995090367e-10,-3.3355652793023544e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000017546284,1.000000000313829,1.0,1.0,1.0,1.0,0.9082530032221457,0.9077989902332405
2010-02-04,-0.038871742455225664,0.0,High-Vol,,,High-Vol,2.8087464041218475e-09,0.0,0.0,0.0,2.8087464041218475e-09,9.105050554928182e-93,0.0,-0.038871742455225664,-0.0,-0.0,-0.0,-1.0918086684306563e-10,-3.539291802129778e-94,-0.0,-0.038871742455225664,-0.0,-0.0,-0.0,-1.1017666728443679e-10,-3.539291802129778e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000016454476,1.0000000002036522,1.0,1.0,1.0,1.0,0.8736250117470186,0.8731883084260732
2010-02-05,-0.029664397565358103,0.0,High-Vol,,,High-Vol,2.0935547496999236e-08,0.0,0.0,0.0,2.0935547496999236e-08,9.105050554928182e-93,0.0,-0.029664397565358103,-0.0,-0.0,-0.0,-6.210404041994231e-10,-2.70095839514074e-94,-0.0,-0.029664397565358103,-0.0,-0.0,-0.0,-6.301038047458618e-10,-2.70095839514074e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000010244072,0.9999999995735485,1.0,1.0,1.0,1.0,0.8480900639820019,0.8476661249436026
2010-02-08,-0.01608944011024037,0.0,High-Vol,,,High-Vol,1.540007358714348e-07,0.0,0.0,0.0,1.540007358714348e-07,9.105050554928182e-93,0.0,-0.01608944011024037,-0.0,-0.0,-0.0,-2.4777856167363956e-09,-1.4649516560422782e-94,-0.0,-0.01608944011024037,-0.0,-0.0,-0.0,-2.5443182109236136e-09,-1.4649516560422782e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999985466216,0.9999999970292303,1.0,1.0,1.0,1.0,0.8345539558961854,0.8341367832200974
2010-02-09,0.039818441888058,0.0,High-Vol,,,High-Vol,3.874808402946545e-09,0.0,0.0,0.0,3.874808402946545e-09,9.105050554928182e-93,0.0,0.039818441888058,0.0,0.0,0.0,1.542888332200858e-10,3.62548926409238e-94,0.0,0.039818441888058,0.0,0.0,0.0,7.922586948584167e-11,3.62548926409238e-94,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999987009105,0.9999999971084561,1.0,1.0,1.0,1.0,0.8684550595662481,0.8680209405752569
2010-02-10,-0.012243473193799212,0.0,High-Vol,,,High-Vol,2.2480534999097357e-07,0.0,0.0,0.0,2.2480534999097357e-07,9.105050554928182e-93,0.0,-0.012243473193799212,-0.0,-0.0,-0.0,-2.752398276437135e-09,-1.1147744239744984e-94,-0.0,-0.012243473193799212,-0.0,-0.0,-0.0,-2.8628635472311486e-09,-1.1147744239744984e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999959485122,0.9999999942455926,1.0,1.0,1.0,1.0,0.8578869803367224,0.8574581440645561
2010-02-11,0.0025327522316285767,0.0,High-Vol,,,High-Vol,3.8963075579272984e-07,0.0,0.0,0.0,3.8963075579272984e-07,9.105050554928182e-93,0.0,0.0025327522316285767,0.0,0.0,0.0,9.868381662451654e-10,2.3060837112085363e-95,0.0,0.0025327522316285767,0.0,0.0,0.0,9.044254633442873e-10,2.3060837112085363e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999969353504,0.999999995150018,1.0,1.0,1.0,1.0,0.860062549426396,0.8596326256415857
2010-02-12,0.004554332478557176,0.0,High-Vol,,,High-Vol,3.812459088685811e-07,0.0,0.0,0.0,3.812459088685811e-07,9.105050554928182e-93,0.0,0.004554332478557176,0.0,0.0,0.0,1.7363206250772281e-09,4.146742746121446e-95,0.0,0.004554332478557176,0.0,0.0,0.0,1.7321282016151538e-09,4.146742746121446e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999998671671,0.9999999968821462,1.0,1.0,1.0,1.0,0.8639884934700992,0.8635566072039284
2010-02-15,0.002129586675942556,0.0,High-Vol,,,High-Vol,3.939666774293888e-07,0.0,0.0,0.0,3.939666774293888e-07,9.105050554928182e-93,0.0,0.002129586675942556,0.0,0.0,0.0,8.389861870189852e-10,1.938999434555843e-95,0.0,0.002129586675942556,0.0,0.0,0.0,8.326258027385813e-10,1.938999434555843e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999995106572,0.9999999977147721,1.0,1.0,1.0,1.0,0.8658303923995645,0.8653975854141279
2010-02-16,0.0002530088534660961,0.0,High-Vol,,,High-Vol,3.923255723037405e-07,0.0,0.0,0.0,3.923255723037405e-07,9.105050554928182e-93,0.0,0.0002530088534660961,0.0,0.0,0.0,9.926184323399938e-11,2.3036584016532217e-96,0.0,0.0002530088534660961,0.0,0.0,0.0,9.844129067117523e-11,2.3036584016532217e-96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999609919,0.9999999978132134,1.0,1.0,1.0,1.0,0.8660494828691871,0.8656165663658975
2010-02-17,-0.00980764387239332,0.0,High-Vol,,,High-Vol,2.7217776744230683e-07,0.0,0.0,0.0,2.7217776744230683e-07,9.105050554928182e-93,0.0,-0.00980764387239332,-0.0,-0.0,-0.0,-2.6694226130572346e-09,-8.929909328287278e-95,-0.0,-0.00980764387239332,-0.0,-0.0,-0.0,-2.7294965154879514e-09,-8.929909328287278e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999969404963,0.9999999950837168,1.0,1.0,1.0,1.0,0.8575970947244734,0.8571684033588837
2010-02-18,0.014008347934512897,0.0,High-Vol,,,High-Vol,2.333057565712034e-07,0.0,0.0,0.0,2.333057565712034e-07,9.105050554928182e-93,0.0,0.014008347934512897,0.0,0.0,0.0,3.2682282131741857e-09,1.275467161347637e-94,0.0,0.014008347934512897,0.0,0.0,0.0,3.248792207738634e-09,1.275467161347637e-94,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000002087246,0.9999999983325091,1.0,1.0,1.0,1.0,0.8696951522780906,0.8692604133957291
2010-02-19,0.017214769792740853,0.0,High-Vol,,,High-Vol,1.7509133958002971e-07,0.0,0.0,0.0,1.7509133958002971e-07,9.105050554928182e-93,0.0,0.017214769792740853,0.0,0.0,0.0,3.0141571035728265e-09,1.56741349254356e-94,0.0,0.017214769792740853,0.0,0.0,0.0,2.98504989507724e-09,1.56741349254356e-94,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000032228817,1.000000001317559,1.0,1.0,1.0,1.0,0.8847963631154959,0.8843540755150526
2010-02-22,-0.014193928247104103,0.0,High-Vol,,,High-Vol,1.8976787120041074e-07,0.0,0.0,0.0,1.8976787120041074e-07,9.105050554928182e-93,0.0,-0.014193928247104103,-0.0,-0.0,-0.0,-2.693551547424323e-09,-1.29236434262906e-94,-0.0,-0.014193928247104103,-0.0,-0.0,-0.0,-2.7008898132345135e-09,-1.29236434262906e-94,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000005293301,0.9999999986166691,1.0,1.0,1.0,1.0,0.8723263357193564,0.8718902815741174
2010-02-23,-0.008266257317977485,0.0,High-Vol,,,High-Vol,2.988636936647809e-07,0.0,0.0,0.0,2.988636936647809e-07,9.105050554928182e-93,0.0,-0.008266257317977485,-0.0,-0.0,-0.0,-2.4704841948342765e-09,-7.526469078023005e-95,-0.0,-0.008266257317977485,-0.0,-0.0,-0.0,-2.5250321060664617e-09,-7.526469078023005e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999998058846,0.999999996091637,1.0,1.0,1.0,1.0,0.865145183281235,0.8647127188147208
2010-02-24,-0.0015682930813929053,0.0,High-Vol,,,High-Vol,3.836124709411705e-07,0.0,0.0,0.0,3.836124709411705e-07,9.105050554928182e-93,0.0,-0.0015682930813929053,-0.0,-0.0,-0.0,-6.016167841130746e-10,-1.4279387791026501e-95,-0.0,-0.0015682930813929053,-0.0,-0.0,-0.0,-6.439911727512694e-10,-1.4279387791026501e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999974572292,0.9999999954476458,1.0,1.0,1.0,1.0,0.8637894454508991,0.8633576586838609
2010-02-25,-0.007730840154191718,0.0,High-Vol,,,High-Vol,3.1064385487948695e-07,0.0,0.0,0.0,3.1064385487948695e-07,9.105050554928182e-93,0.0,-0.007730840154191718,-0.0,-0.0,-0.0,-2.4015379869552424e-09,-7.038969043598437e-95,-0.0,-0.007730840154191718,-0.0,-0.0,-0.0,-2.438022294986084e-09,-7.038969043598437e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999950556913,0.9999999930096236,1.0,1.0,1.0,1.0,0.8571373735042472,0.856708911941812
2010-02-26,0.005503689981102787,0.0,High-Vol,,,High-Vol,3.7024297968518456e-07,0.0,0.0,0.0,3.7024297968518456e-07,9.105050554928182e-93,0.0,0.005503689981102787,0.0,0.0,0.0,2.037702577866993e-09,5.0111375516592605e-95,0.0,0.005503689981102787,0.0,0.0,0.0,2.007903015464144e-09,5.0111375516592605e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999970933938,0.9999999950175266,1.0,1.0,1.0,1.0,0.8618677973317341,0.8614369711485896
2010-03-01,-0.005604449821659758,0.0,High-Vol,,,High-Vol,3.396113968997981e-07,0.0,0.0,0.0,3.396113968997981e-07,9.105050554928182e-93,0.0,-0.005604449821659758,-0.0,-0.0,-0.0,-1.903335032788695e-09,-5.102879895877033e-95,-0.0,-0.005604449821659758,-0.0,-0.0,-0.0,-1.918650824181388e-09,-5.102879895877033e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999951900588,0.9999999930988758,1.0,1.0,1.0,1.0,0.8570510128300745,0.856622594437183
2010-03-02,0.02043550461025954,0.0,High-Vol,,,High-Vol,1.2445616037128044e-07,0.0,0.0,0.0,1.2445616037128044e-07,9.105050554928182e-93,0.0,0.02043550461025954,0.0,0.0,0.0,2.5433244390425022e-09,1.8606630259188107e-94,0.0,0.02043550461025954,0.0,0.0,0.0,2.4357468207782433e-09,1.8606630259188107e-94,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999977333832,0.9999999955346226,1.0,1.0,1.0,1.0,0.8747454645011871,0.874308201093898
2010-03-03,0.011664937349092403,0.0,High-Vol,,,High-Vol,2.771195457742262e-07,0.0,0.0,0.0,2.771195457742262e-07,9.105050554928182e-93,0.0,0.011664937349092403,0.0,0.0,0.0,3.232582139665293e-09,1.0620984428355626e-94,0.0,0.011664937349092403,0.0,0.0,0.0,3.15625044696382e-09,1.0620984428355626e-94,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000009659653,0.999999998690873,1.0,1.0,1.0,1.0,0.8850090612665953,0.8845666673436592
2010-03-04,0.002863166275689962,0.0,High-Vol,,,High-Vol,3.87937355886e-07,0.0,0.0,0.0,3.87937355886e-07,9.105050554928182e-93,0.0,0.002863166275689962,0.0,0.0,0.0,1.11072915445313e-09,2.6069273687322545e-95,0.0,0.002863166275689962,0.0,0.0,0.0,1.0553202493972431e-09,2.6069273687322545e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000020766944,0.9999999997461932,1.0,1.0,1.0,1.0,0.8875466203577834,0.8871029579724439
2010-03-05,0.010192876369877544,0.0,High-Vol,,,High-Vol,3.053295782427086e-07,0.0,0.0,0.0,3.053295782427086e-07,9.105050554928182e-93,0.0,0.010192876369877544,0.0,0.0,0.0,3.112186643094781e-09,9.280665464786788e-95,0.0,0.010192876369877544,0.0,0.0,0.0,3.0708827542731353e-09,9.280665464786788e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000005188881,1.0000000028170761,1.0,1.0,1.0,1.0,0.8966395360891741,0.8961913283823939
2010-03-08,0.01090310381921578,0.0,High-Vol,,,High-Vol,2.9279642398205066e-07,0.0,0.0,0.0,2.9279642398205066e-07,9.105050554928182e-93,0.0,0.01090310381921578,0.0,0.0,0.0,3.192389808571419e-09,9.927331147959022e-95,0.0,0.01090310381921578,0.0,0.0,0.0,3.1861232314410904e-09,9.927331147959022e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000008381271,1.0000000060031993,1.0,1.0,1.0,1.0,0.9064691794738309,0.906016058173859
2010-03-09,-0.004125527392524167,0.0,High-Vol,,,High-Vol,3.6078136116400045e-07,0.0,0.0,0.0,3.6078136116400045e-07,9.105050554928182e-93,0.0,-0.004125527392524167,-0.0,-0.0,-0.0,-1.4884133881942385e-09,-3.7563135474673584e-95,-0.0,-0.004125527392524167,-0.0,-0.0,-0.0,-1.5224058567852133e-09,-3.7563135474673584e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000068928576,1.0000000044807935,1.0,1.0,1.0,1.0,0.9027372194881614,0.9022859637017651
2010-03-10,-0.006395955200877702,0.0,High-Vol,,,High-Vol,3.3216534077631245e-07,0.0,0.0,0.0,3.3216534077631245e-07,9.105050554928182e-93,0.0,-0.006395955200877702,-0.0,-0.0,-0.0,-2.1245146388895697e-09,-5.823549545104731e-95,-0.0,-0.006395955200877702,-0.0,-0.0,-0.0,-2.138822649083414e-09,-5.823549545104731e-95,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000047683428,1.0000000023419708,1.0,1.0,1.0,1.0,0.8969817780672977,0.8965333992823016
2010-03-11,0.0016532875667266955,0.0,High-Vol,,,High-Vol,3.92790796462998e-07,0.0,0.0,0.0,3.92790796462998e-07,9.105050554928182e-93,0.0,0.0016532875667266955,0.0,0.0,0.0,6.493961401169506e-10,1.5053266876880764e-95,0.0,0.0016532875667266955,0.0,0.0,0.0,6.190834122736079e-10,1.5053266876880764e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000054177391,1.000000002961054,1.0,1.0,1.0,1.0,0.8984659734513744,0.8980168527541796
2010-03-12,0.008704725120481592,0.0,High-Vol,,,High-Vol,3.3110463153286246e-07,0.0,0.0,0.0,3.3110463153286246e-07,9.105050554928182e-93,0.0,0.008704725120481592,0.0,0.0,0.0,2.882174803611909e-09,7.925696228873821e-95,0.0,0.008704725120481592,0.0,0.0,0.0,2.8513317211468414e-09,7.925696228873821e-95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000082999139,1.000000005812386,1.0,1.0,1.0,1.0,0.9063210111529557,0.9058679639186262
